id_generado;ùTienes equipo/s de Aire Acondicionado en tu hogar?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùCuÿntos Aires Acondicionados tienes en tu hogar? [Comunes];ùCuÿntos Aires Acondicionados tienes en tu hogar? [©Inverterî];ùCuÿntos Aires Acondicionados tienes en tu hogar? [No s? de qu? tipo, pero tengo esta cantidad:];ùQu? potencia tienen tus equipos? [9.000 BTU];ùQu? potencia tienen tus equipos? [12.000 BTU];ùQu? potencia tienen tus equipos? [18.000 BTU];ùQu? potencia tienen tus equipos? [24.000 BTU];ùUsas Aire Acondicionado en Invierno?;En INVIERNO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en INVIERNO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de INVIERNO?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùUsas Aire Acondicionado en Verano?;En VERANO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en VERANO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de VERANO?;ùEn qu? tipo de vivienda resides?;ùCuÿntos metros cuadrados construidos tiene tu hogar? (aproximadamente);ùCuÿntas personas viven habitualmente en el hogar?;ùCuÿntos aÏos hace que vives en tu domicilio actual?
3323550238;SI;;;1;;;;1;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3330951070;SI;;;1;1;;1;1;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
3330671402;SI;;;;4;;4;4;;4;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
3332070876;SI;;;2;1;;;3;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;entre 2 y 3 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
5389310937;No;No;;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
8371850407;SI;;;1;;1;1;;;;No;;;;Si;Estufa a supergas;No;;;;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
9524892926;SI;;;1;;;1;1;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
3335040708;SI;;;2;1;;1;2;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
3331511090;SI;;;1;;;1;;;;No;;;;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3335770965;SI;;;2;;;1;2;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
39530431;SI;;;4;;;2;1;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
3333621842;SI;;;;;2;2;;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3335760042;SI;;;3;;;2;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
3337790564;SI;;;1;;1;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
3330590210;SI;;;;1;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a supergas;No;;;;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
8602920737;SI;;;;;1;;1;;;No;;;;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Entre uno y dos aÏos
8100215571;SI;;;2;;;;2;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3259110408;SI;;;3;;;1;1;1;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Apartamento;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
3345250274;SI;;;3;;;1;1;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;5;Mÿs de cinco aÏos
8443628697;SI;;;;;1;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
5782500881;SI;;;2;;;1;;;;No;;;;Si;caliente pie;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3344070515;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;entre 2 y 3 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;No;;;;Apartamento;Entre 80m2 y 120m2;1;Mÿs de cinco aÏos
3344201131;SI;;;;3;;;2;;1;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
9636898259;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;4;Entre uno y dos aÏos
3345191118;No;No;;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
2142809858;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
8623264425;SI;;;2;1;;2;;;1;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;4;Entre uno y dos aÏos
3468610492;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3347760897;SI;;;2;;;;2;2;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
4301861569;SI;;;1;;1;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Calienta cama.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;1;Menos de un aÏo
3342181826;SI;;;2;;2;2;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
3348861644;SI;;;2;1;;2;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
2067548118;SI;;;1;3;;3;;1;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;5;Entre dos y cinco aÏos
1765759934;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;1 hora o menos;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;1 hora o menos;Apartamento;40m2 o menos;1;Entre dos y cinco aÏos
3356001226;SI;;;4;;;3;4;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3352201810;SI;;;3;;;2;;;1;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
3482168575;SI;;;2;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
3358511245;SI;;;1;;;;;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
3353501121;SI;;;2;;;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;40m2 o menos;2;Mÿs de cinco aÏos
3354301149;SI;;;3;;;2;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3354410727;SI;;;1;;;1;;;;No;;;;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
2516900642;SI;;;;3;;1;2;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
4884850083;SI;;;3;;;2;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
3351341750;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
4635180258;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida, Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
3357970857;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Apartamento;40m2 o menos;3;Mÿs de cinco aÏos
3356811406;SI;;;4;;;2;1;;1;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
4938958540;SI;;;;2;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
3359581736;SI;;;2;1;;2;1;;;No;;;;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6439415168;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6784142125;SI;;;;1;;;1;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;40m2 o menos;3;Entre dos y cinco aÏos
3362601124;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Entre dos y cinco aÏos
3362700115;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;5;Mÿs de cinco aÏos
3362970192;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Menos de un aÏo
6031940001;SI;;;4;;;2;1;1;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
3363760601;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Menos de un aÏo
1085310132;SI;;;2;;;3;;;1;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
3364651017;SI;;;3;;;3;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;mas de 5 horas;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
3437181908;SI;;;3;;;;2;;1;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;2;Entre uno y dos aÏos
3364990233;SI;;;1;1;;2;;;1;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
5070676442;SI;;;2;;;;2;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Cable radiante el?ctrico;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
1170935249;SI;;;1;;;1;;;;No;;;;No;;No;;;;Apartamento;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
1641600425;SI;;;;1;;;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
2677310083;SI;;;3;;;3;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
3366910991;SI;;;4;;;;3;1;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
3367020153;SI;;;3;;;3;;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3367131423;SI;;;;;3;3;;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
3368040002;SI;;;3;1;;2;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas, Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
3367681596;SI;;;;3;;1;2;3;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6692599809;SI;;;;;1;;;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Apartamento;40m2 o menos;2;Entre uno y dos aÏos
3367231722;SI;;;1;;;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;40m2 o menos;4;Entre dos y cinco aÏos
3370190060;SI;;;1;;;1;1;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;1 hora o menos;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3371250869;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3052630957;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
3373281452;SI;;;1;1;;1;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
3378370773;SI;;;1;;;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
9644778781;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
3375920963;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Electrica placa;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5833732559;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Entre uno y dos aÏos
3376741067;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3378731866;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
4916660612;SI;;;;;3;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;6;Entre uno y dos aÏos
3376860380;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Caloventilador de ceramica;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
3389970823;SI;;;;;3;3;3;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
3386800024;SI;;;;2;;;;2;2;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
7272890314;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;4;Entre dos y cinco aÏos
5521621641;SI;;;2;;;;2;;;No;;;;Si;Cable radiante el?ctrico, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Mÿs de 120m2;4;Entre dos y cinco aÏos
1371005848;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;4;Entre uno y dos aÏos
4447629236;SI;;;;1;;;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;No;;;;Apartamento;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
2506237135;SI;;;3;1;;3;;2;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;4;Entre uno y dos aÏos
8861442622;SI;;;2;;;;2;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Entre uno y dos aÏos
3973896865;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
